Argument ID	Conclusion	Stance	Premise	Self-direction: thought	Self-direction: action	Stimulation	Hedonism	Achievement	Power: dominance	Power: resources	Face	Security: personal	Security: societal	Tradition	Conformity: rules	Conformity: interpersonal	Humility	Benevolence: caring	Benevolence: dependability	Universalism: concern	Universalism: nature	Universalism: tolerance	Universalism: objectivity
A12273	We should introduce compulsory voting	against	some people do not feel capable of exercising such a responsibility	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
A12277	We should subsidize Wikipedia	against	those authoring articles on wikipedia are not necessarily experts on the topic and there is risk of inaccurate information being broadcast.	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
A12283	We should limit executive compensation	in favor of	we should limit executive compensation for national ecomics	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
A12286	We should limit executive compensation	in favor of	CEO's make 100 times what an average worker make and they do not actually generate any capital.	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
A12287	We should introduce compulsory voting	in favor of	turn out figures are unacceptably low, we need to motivate people to be active voters for a representative democracy	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
A12288	We should ban algorithmic trading	in favor of	we should ban algorithmic trading because most people have no idea how it works and if it is good for them or not	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A12292	We should stop the development of autonomous cars	against	autonomous cars will allow people to do more instead of wasting time in traffic	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A12293	We should introduce compulsory voting	in favor of	compulsory voting would make the election practice fairer.	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0
A12300	We should ban whaling	against	most whaling is done under controlled situations, and is done for research purposes.	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
A12303	We should limit executive compensation	in favor of	excessive wages damage company profitabity and is an abuse of the shareholders	0	0	0	0	1	0	1	1	1	0	0	0	0	0	1	1	0	0	0	0
A12304	We should subsidize Wikipedia	in favor of	wikipedia is not free to run even if it is free to users. subsidization would help keep it free for users.	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1
A12305	We should abolish the Olympic Games	against	the olympic games allow for true amateur athletes to live out their dreams.	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A12314	We should subsidize student loans	in favor of	people should be able to go to school and better themselves without having to pay back thousands of dollars when they graduate.	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1
A12317	We should ban private military companies	against	we shouldn't ban private military companies as they are doing a job and keeping people safe	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0
A12318	We should adopt an austerity regime	in favor of	an austerity regime is the most effective way to reduce the national debt.	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1
A12319	We should abolish the three-strikes laws	against	we shouldn't abolish the three strikes law because it is necessary to ensure society understands the ramifications of repeated ill behavior. three felonies is just about enough as far as i'm concerned.	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	1	0	0	0
A12320	We should abolish zoos	against	zoos bring a lot of money in which can be spent on animal research and stop their extinction.	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
A12332	We should limit executive compensation	against	an executive has worked hard to get to that position through study and prior work experience. they should be compensated for their value to the company.	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0
A12334	We should adopt an austerity regime	against	austerity regimes hurt the common man by reducing support for schools and health care.	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
A12342	We should oppose collectivism	against	collectivism enables communities to work together for the greater good.	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A12351	We should abolish intellectual property rights	against	if we abolish the rights, then companies will stop developing products and ideas as they will know that there is no way they can make back the cost of r&d and so will run at losses	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A12352	We should abolish the three-strikes laws	in favor of	Three strikes laws are unnecessary because states already have ways of punishing recidivism more harshly.	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
A12355	We should subsidize Wikipedia	in favor of	we should subsidize wikipedia because wikipedia helps people to learn about any and everything they want to learn about.	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
A12357	We should adopt a multi-party system	against	a multiparty system blurs the citizenship of a vision and model of country. we should not adopt a multiparty system because it would waste valuable time to agree	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0
A12358	We should abolish capital punishment	against	If capital punishment is unfairly applied we should focus on fixing that, not abolishing it entirely.	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1
A12361	We should subsidize student loans	against	tax payers shouldn't have to pay for other people to have an education when they dint get the same chances.	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
A12365	We should subsidize journalism	against	we should not subsidize journalism because it is a poor use of public money when things like healthcare and education are short of funding	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0
A12369	We should subsidize journalism	in favor of	subsidizing journalism would bring more accurate reporting because it would allow for the hiring of more qualified reporters.	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1
A12381	We should subsidize journalism	against	it could become partial to whoever pays	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
A12385	We should abolish the three-strikes laws	in favor of	Three strikes laws reduce the power of judges and discretion in the court room, making judgments shallower.	1	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	0	0	1
A12386	We should end the use of economic sanctions	against	economic sanctions can help force countries to provide better treatment for the common people of that country.	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0
A12389	We should subsidize embryonic stem cell research	in favor of	embryonic stem cell research  can lead to new cures for diseases.	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
A12392	We should end the use of economic sanctions	against	economic sanctions can help control financial situations	0	0	0	0	1	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0
A12393	We should adopt libertarianism	against	libertarianism would be a huge mistake, especially for the poor in our nation.	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0
A12398	We should end the use of economic sanctions	against	economic sanctions do help western countries to  avoid the spread of terrorism.	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0
A12404	We should ban telemarketing	against	telemarketing is a job for some and banning it would take jobs away.	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A12412	We should subsidize space exploration	against	there is nothing that can come from space research that will help the country so why waste so much money?	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	1
A12417	We should ban algorithmic trading	against	algirithmic trading reduces the possibilty of error and just furthers profit for finance companies	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
A12437	We should abolish intellectual property rights	against	if an individual has created any property it is his to determine it's use	1	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0
A12438	We should legalize organ trade	in favor of	legal organ trade would help prevent wait lists	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
A12440	We should legalize prostitution	in favor of	legalising prostitution can only be beneficial to the sex workers and their clients from a safety and health point of view.	0	0	0	1	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0
A12441	We should introduce compulsory voting	in favor of	more voters would boost voter turnout.	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0
A12442	We should end mandatory retirement	in favor of	if a person wants to continue working, that is their right.  they should not be forced to stop based on some arbitrary rule made up by someone.	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
A12453	We should ban the use of child actors	against	child actors are necessary and children can learn how to work even from an early age	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0
A12454	We should limit executive compensation	against	companies should be able to pay as much as they like as long as it's above minimum wahe	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
A12455	We should subsidize student loans	in favor of	student loans should be subsidized as this allows those from marginalized or poorer sections of society to access good education	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A12468	We should abolish the right to keep and bear arms	against	everyone should have the right to keep and bear arms for protection	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0
A12469	We should subsidize embryonic stem cell research	in favor of	embryonic stem cell research is an advanced medicine progress that should not be stopped	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A12470	We should ban human cloning	against	human cloning can provide a way for science to overcome negative qualities in humans, such as birth defects, so overall it is a positive technology that should be allowed to flourish.	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A12474	We should adopt a multi-party system	in favor of	tywo party systems no longer reflect the growing diversity of political views, only a multi party system can do this.	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0
A12475	We should ban the Church of Scientology	in favor of	scientology is just a business that is trying to scam people out of money.	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0
A12479	We should abolish intellectual property rights	against	without intellection property rights there is no incentive to research and develop new products	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A12482	We should ban targeted killing	against	targeted killing is often the only way to get to the enemy.	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
A12488	We should subsidize Wikipedia	against	subsidizing wikipedia will lead to bias in the contents. content creators and moderators will be afraid to criticize the people who contribute money to wikipedia	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
A12498	We should subsidize space exploration	in favor of	space exploration has the ability to solve the problem of limited materials on earth	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
A12500	We should introduce compulsory voting	in favor of	compulsory voting will eliminate voter suppression which is a big problem in this country	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0
A13007	We should abolish intellectual property rights	in favor of	we should abolish intellectual property rights because we never can truly know that someone came up with something.	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A13012	We should ban algorithmic trading	against	algorithmic trading allows for more timely, accurate, and efficient trading.	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
A13020	We should abolish safe spaces	in favor of	safe spaces prevent people from challenging ideas different than their own.	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A14006	We should ban factory farming	against	factory farming is an efficient way to grow mass amounts of food for the food supply chain. it pushes innovation and makes farming more efficient and safer outcomes for the food supply.	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
A14007	We should subsidize embryonic stem cell research	against	we should not subsidize embryonic stem cell research as that is done by private companies and they can raiser their own money.	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0
A14009	We should subsidize student loans	in favor of	we have a tremendous amount of highly intelligent /students who could not go to college without subsidizes. these students could find cures to fatal illnesses and should be subsidized to benefit all of society.	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
A14016	We should ban missionary work	against	missionary work allows people in developing countries access to new ways of thinking and possibilities for how they live their life.	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
A14017	We should abolish intellectual property rights	in favor of	intellectual property rights are expensive to maintain and hold back the spread of new ideas	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A14020	We should abandon the use of school uniform	in favor of	school uniforms are a way of stifling the creativity and individuality of students.	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
A15002	We should ban fast food	in favor of	fast food is the cause of the ever increasing chronic conditions and obesity in our nation.	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A15017	We should subsidize Wikipedia	in favor of	wikipedia is a valuable source of information in all things and would be missed if it were not able to continue due to lack of support	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
A15019	We should legalize cannabis	against	cannabis use has been linked to mental problems in youth and shouldn't be legalized.	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A15020	We should abolish intellectual property rights	against	intellectual property rights mean that the people who come up with ideas or products get the financial gains from said product and so makes people more likely to innovate	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
A17002	We should adopt a zero-tolerance policy in schools	against	schools already have systems and hierarchies, there is no need to employ further policies.	0	0	0	0	0	1	0	0	0	1	1	1	0	0	1	0	0	0	0	0
